likert,effectTime,didnotagree,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
2,71.711,none of the above,"boost,crisp,clear",energetic,2016-03-12T00:19:58,tR1yevfxqYdxJPfZrNqR,compression,"-29.1231,4.6447,6.4596,0.0440,0.4439",yes,yQ9UlUNP8eqX4NzhKRSJ,x3GbSDRJ85qjlRiefOwg,4935587438002176,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",226,33.984,true,"boost,crisp,clear",/static/audio/vocals2.wav,headphones
3,14.956,"muted,far-away,none of the above",clear,enrich,2016-03-11T23:30:16,wiEhonZ4VZqY97Swexvd,compression,"-96.8270,36.3221,15.5310,0.0291,0.7910",yes,Ts6Yu3ljlAK92bakwzaO,GxcynyTl7gNoLpRcA7du,4942096997810176,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",219,48.07,true,clear,/static/audio/guitar4.wav,headphones
2,37.705,"too-much,not-needed,distracting,wellplayed-guitar,strong,small-delay,rough,nice-play,none of the above","far-away,echoey",echo,2016-04-08T19:09:34,uOSIZxowuveea0SVipQP,compression,"-60.3193,37.8085,8.9708,0.0026,0.9840",yes,dh8zVePn0tMJYvM2Ap9z,bwe8fqNKQpQa4yC2EptK,4943961282052096,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",79,10.606,true,"far-away,echoes",/static/audio/drums4.wav,headphones
2,63.976,"interesting,different,warm,nice,none of the above","energizing,loud,fun,upbeat","unique,active,loud",2016-04-08T20:14:19,ej3tN8LASVOXQuGhDI0p,compression,"-30.3590,39.7697,17.6329,0.0041,0.7452",yes,ohiUDnYzsj4mpCdvl23W,9CuVBqtR0TWRwodTHDJg,4947436984336384,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",13,26.638,true,"loud,fun,upbeat",/static/audio/drums4.wav,standalone
2,172.441,"active,unique,na,funny,none of the above","deep,powerful,acoustic,muted","great,spacious,loud",2016-04-08T19:16:47,zin9T5Qr4eHd9G37hApP,compression,"-33.2316,39.9791,17.1440,0.0255,0.6103",yes,KDMe8FzdmxuO9whJdWNC,qW7Q1tvb85IQnQquhxXd,4948696215060480,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",217,249.434,true,"deep,powerful,acoustic,muted",/static/audio/guitar4.wav,headphones
1,53.281,"funny,na,loud,great,unique,none of the above",spacious,active,2016-03-12T08:02:41,CVsg4Gb4Sn6fZ7Uw1nT6,compression,"-33.2316,39.9791,17.1440,0.0255,0.6103",yes,ajhnBvZpi5472NZCQyNY,Nso3pYMChDUWi6hfNpUs,4949098868244480,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",217,36.182,true,spacious,/static/audio/guitar4.wav,headphones
1,59.515,"background,distant,layered,echo,upbeat,wavy,narrower,muted,none of the above",warm,softer,2016-03-12T10:28:58,KILsVZvUg1TNLcKRyH0g,compression,"-74.1608,37.5759,17.8034,0.0476,0.6219",yes,yIosSKylMrZEZlKR4iBR,dCKZSDwv1wQNwLtOlpkZ,4952476860022784,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",155,20.684,true,warm,/static/audio/vocals2.wav,headphones
0,34.73,"fine,clear,shiny,free,medium,none of the above",bold,normal,2016-04-08T19:37:25,7KpXJpc9qjzYopOzPG1z,compression,"-35.2051,29.9929,1.3263,0.0463,0.0651",yes,5GthSbWYV31acMeSxMDt,s9YhqDPb1MbWACYwedYu,4953695020122112,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",14,25.022,true,bold,/static/audio/guitar4.wav,headphones
1,11.308,"higher-quality,louder,fast,none of the above","warbly,sublte",loud,2016-04-08T19:54:23,IEi92WQlHL7TrV7ub11O,compression,"-60.9942,38.8714,18.6258,0.0031,0.8983",yes,2ch8gmyK2WIhWT04qsCN,EOxP3OWO8HYAfU1MJnzY,4955431260651520,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",24,49.352,true,"warily,subtle",/static/audio/vocals2.wav,headphones
2,110.833,"subtle,easy-going,light,none of the above","damped,less-rich",low,2016-03-12T02:34:43,klNXDo54HuY1F7QNQKrH,compression,"-41.4008,28.2380,5.3908,0.0037,0.8808",yes,8WXu4GVh9ZKGiCpnzg6M,U1WQx9FbLAY3BxC6AsM4,4958855691763712,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",237,71.643,true,"damped,less-rich",/static/audio/guitar4.wav,headphones
1,34.604,"background,mellow,none of the above","softer,quieter","muffled,fade,softer",2016-04-08T19:25:36,TeHtyDICwZCETHiRJP2E,compression,"-96.3171,9.1841,2.4863,0.0480,0.6640",yes,XggFq0WSupIg7V2aJUsq,dtZJUghJ2ZrwQ58eRZOi,4960310880370688,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",69,24.813,true,"softer,quieter",/static/audio/drums4.wav,standalone
2,62.334,"loud,none of the above",rhythm,phase,2016-03-12T04:02:11,ltrle6Yny9BUeUz4IYKd,compression,"-56.1320,31.8650,17.9760,0.0093,0.9280",yes,SLboJ19MzURAzdilR2h0,XGZBQatQYNOnWXtsN3Dq,4961215239421952,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36",202,52.767,true,rhythm,/static/audio/guitar4.wav,headphones
2,20.432,"in-studio,close,messy,none of the above","distant,funny",real,2016-03-12T02:40:01,EUuoedcjO8YN8w7SImOv,compression,"-82.5497,37.0995,9.3436,0.0038,0.1328",yes,WZlkTG7ZAW68eMqjekm2,4N2PBwXkxvWn0vzS2UBT,4962395818557440,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",188,58.339,true,"distant,funny",/static/audio/vocals2.wav,headphones
2,11.907,"strength,none of the above",bright,amplified,2016-03-11T23:17:32,T4AtMyszC0ftN1u4mcbe,compression,"-39.1497,33.3345,18.5972,0.0460,0.4775",yes,fN3N86splyWLEiZg72sY,ZMlBgFjjP3vH4bwHrvbv,4964220642787328,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",178,18.516,true,bright,/static/audio/vocals2.wav,standalone
1,60.818,"louder,stronger,none of the above",fun-inviting,fuzzier,2016-03-12T02:01:46,WhbxfKhjpJzKyhcASxBa,compression,"-94.8401,37.9243,9.9185,0.0076,0.9257",yes,WPoWNxatf8qLVfJlvJs1,5pQXBdRqObz1d9Umjwve,4968143826976768,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",52,93.825,true,fun-inviting,/static/audio/guitar4.wav,headphones
2,15.969,,"close-up,breathy",,2016-03-11T21:24:49,7xNSuGVLH6ZPx2mpPgS4,compression,"-39.0596,5.0815,13.9667,0.0416,0.1116",yes,tRQFIdUTs8RTwhKhu40t,kxWbU6gPxMLvONRnGtY7,4971580337684480,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",250,29.575,true,"close-up,breathy",/static/audio/vocals2.wav,headphones
2,9.427,"beat-drop,click,soft,grating,loud,tap,harsh,added-beat,none of the above",distracting,drumming,2016-04-08T18:35:42,YBnAYlmzDj4dqyxWH8Qo,compression,"-96.7875,15.3323,15.1069,0.0121,0.9899",yes,Bw9861OiicSeU1hW5QFk,C2JQ79DhyYmkHdkub8bI,4973142632038400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",146,31.842,true,distracting,/static/audio/drums4.wav,headphones
3,22.419,"vibrant,rhythmic,feedback,energetic,electric,powerfully,cool,muffled,none of the above",echo,advanced,2016-04-08T20:53:21,tHLvmhqMVzkScVmL3h44,compression,"-76.1170,24.0792,19.8197,0.0053,0.1827",yes,Iv3XCHWgMd060ngebaXP,4D05jJXGIIz8pdjeWX8P,4974064036741120,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",225,12.313,true,echo,/static/audio/drums4.wav,standalone
1,9.653,na,extend,none of the above,2016-03-12T02:04:11,WhbxfKhjpJzKyhcASxBa,compression,"-25.8927,3.9638,19.5927,0.0087,0.8878",yes,WPoWNxatf8qLVfJlvJs1,5pQXBdRqObz1d9Umjwve,4975013627166720,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",3,39.828,true,extend,/static/audio/guitar4.wav,headphones
1,102.041,"stringy,simple,warm,loud,none of the above","echoing,depth-added","subtle,full",2016-04-08T23:07:52,Edu5eQXaObyzUP3UlKuY,compression,"-35.6520,32.7600,17.8192,0.0417,0.2142",yes,baLEq7M5soXhY5ZEQVMN,uxCbzV4NPnfKuovwwOfu,4979060291665920,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",172,38.615,true,"echoing,depth-added",/static/audio/drums4.wav,standalone
2,7.071,"snappy,beat,clash,sharp,none of the above","warm,nice,graceful",rhythmic,2016-03-12T03:07:07,ReZcjfylQw7jR6MKjzwC,compression,"-25.5865,5.3512,11.7523,0.0040,0.1084",yes,RluSVPuKr7JDBrJ283OP,H024WYh6iprDK2f47GhT,4980978934087680,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",46,29.588,true,"warm,nice,graceful",/static/audio/guitar4.wav,headphones
3,19.486,"crisper,none of the above","real,sweet-voice","clearer,groovy",2016-03-12T04:39:06,TmTBhg6iLOUgeQTKijjA,compression,"-64.9619,4.8663,12.1158,0.0464,0.9585",yes,LEe2IQW5nJpxkUhHtygX,erUCG6z7Vwvpd73zVneY,4984737433124864,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",198,25.148,true,"real,sweet-voice",/static/audio/vocals2.wav,headphones
0,64.503,"muffled,effective,quite,dampened",none,none of the above,2016-04-08T19:42:13,TvKaqGiCFdbpQg05MH8G,compression,"-83.8321,23.1096,1.0425,0.0498,0.4210",yes,lmpZ3ION7ZASvmGTZFZ4,pKvTb3pMZIxywUGo6rBm,4992918272081920,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",163,36.4,true,none,/static/audio/vocals2.wav,headphones
1,30.942,,"lower,volume,softer",,2016-03-11T21:33:20,ZLmXdvStwg8C5HRlPoXC,compression,"-80.9160,17.2947,2.4553,0.0455,0.9189",yes,WU5vHlieS4YgRVFQVgm4,6f9tCX1HqLOJq4i4Fzcc,4997554152407040,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",150,21.061,true,"lower,volume,softer",/static/audio/drums4.wav,headphones
2,30.522,"back-and-forth,moving,none of the above","spacious,accoustic",surround,2016-03-11T23:36:37,84J8XahG5z0I3OMytPUY,compression,"-96.9469,39.8462,19.9123,0.0004,0.4972",yes,LdmB30tmWqwyxPwy1Ek1,9ECFOkN9A4D6zlfd64pK,5002476453363712,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",8,11.821,true,"spacious,acoustic",/static/audio/drums4.wav,standalone
2,69.369,deeper,"clarifying,clear,sharp,enhancing,refined",none of the above,2016-03-12T00:17:58,tR1yevfxqYdxJPfZrNqR,compression,"-35.6640,30.5305,15.4205,0.0113,0.0291",yes,yQ9UlUNP8eqX4NzhKRSJ,x3GbSDRJ85qjlRiefOwg,5003115866619904,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",199,42.079,true,"clarifying,clear,sharp,enhancing,refined",/static/audio/vocals2.wav,headphones
1,55.981,"cool,nice,treble,even-toned,peppy","crisp,whistle,echo",none of the above,2016-04-08T21:33:06,93MaasIR3cNvmuWrTDqv,compression,"-86.2105,20.0880,2.0227,0.0047,0.8579",yes,mjh4cSQ0KgCf9QbBzxq3,9x8SDC58BGszkMVD9dKe,5003844668882944,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",137,24.015,true,"crisp,whistle,echo",/static/audio/vocals2.wav,headphones
3,44.429,"heavy,more-echo,loud,none of the above","soft-loud,two,tones,opera","boost,intense,louder",2016-04-08T20:17:32,ej3tN8LASVOXQuGhDI0p,compression,"-35.9886,3.6000,1.2822,0.0088,0.1355",yes,ohiUDnYzsj4mpCdvl23W,9CuVBqtR0TWRwodTHDJg,5003961438306304,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",23,14.811,true,"soft-loud,two,tones,opera",/static/audio/vocals2.wav,standalone
2,25.055,expanded,"involving,energetic",none of the above,2016-03-12T02:36:03,EUuoedcjO8YN8w7SImOv,compression,"-75.3402,2.0526,1.5177,0.0145,0.7585",yes,WZlkTG7ZAW68eMqjekm2,4N2PBwXkxvWn0vzS2UBT,5007311781232640,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",185,42.718,true,"involving,energetic",/static/audio/guitar4.wav,headphones
0,29.347,"breathless,stifled,stunted,stiff,enhanced,multiplying,loud,realistic,subtle-boost",same,none of the above,2016-04-08T21:06:20,1eqpkNmefHz4JYHaz2my,compression,"-38.0042,35.3762,1.0125,0.0274,0.6785",yes,FY3ec3f9Ydeari6aGsHe,7yGfVjVklTHuuNVcVLeE,5012959260573696,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",220,15.414,true,same,/static/audio/drums4.wav,standalone
0,14.479,relaxing,"bright,sunny,nice,great",none of the above,2016-03-11T23:09:56,sZI2XyRJyeCzv60bGdmd,compression,"-34.3999,27.6650,18.2013,0.0427,0.2089",yes,O9Sc5NnwR1t5lQ8iZm1c,kcajly7nIGV7I5wsrIl3,5013584044097536,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",216,14.989,true,"bright,sunny,nice,great",/static/audio/vocals2.wav,headphones
2,33.026,"warm,glossy,auditorium,building,capacity,full,higher-pitched,exciting,spacious,competence,none of the above","tinny,minimized",higher-range,2016-04-08T21:11:55,hUhLIgA20Nhi4fMgyvA8,compression,"-82.2968,39.8086,6.5002,0.0052,0.6943",yes,rShiofpIaeWnt9QzNT4u,H24useygIZbLSlDPP1lA,5015550602248192,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",191,13.983,true,tinny,/static/audio/guitar4.wav,headphones
3,16.328,"speedy,muted,dynamic,none of the above","superb,awesome",excited,2016-04-08T20:14:30,sEyza7K5nyO9VyObkf3T,compression,"-52.4828,0.3459,1.9923,0.0115,0.0767",yes,FShOaJwmARnQnVPVPUnb,s1uhovQMVBgUMYZ6EgJr,5018780149219328,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",57,14.895,true,"superb,awesome",/static/audio/drums4.wav,headphones
2,42.004,"great,warbled,vivid,shrieks,whistle,strong,lively,up-pitched,none of the above","volume-dip,sidechain","wispy,soft",2016-04-08T20:40:40,3OPMiEAqpeFrprYIwVzR,compression,"-59.4044,0.1358,17.6750,0.0491,0.1480",yes,wZCw22YVSCJdW8i9YOvQ,EyJSduIuvaklhhi3a4kq,5019661154385920,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",35,15.002,true,volume-dip,/static/audio/vocals2.wav,standalone
3,58.762,bass-centrist,minimized,none of the above,2016-03-12T03:09:06,jG48CBoe94fnnUOnrHcW,compression,"-80.5940,15.0644,18.5316,0.0476,0.9388",yes,lRQsO0SE6u2h1INBu1E8,z5hbxH5XaxR4hwk73Spe,5021420346146816,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/37.0.2062.120 Chrome/37.0.2062.120 Safari/537.36",92,22.877,true,,/static/audio/vocals2.wav,standalone
1,67.785,"gorgeous,effective-drums,warm,alien,none of the above","distorted,pitch-shifting",distorted,2016-04-08T21:17:30,dnuzBdsTDCRcLK7lmJ8o,compression,"-68.0996,0.4392,19.0120,0.0338,0.0039",yes,clOtrlMzmfL9dzvCsKGe,RxT7bPAZ3K1JMB6ozEvL,5022164046577664,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",53,14.423,true,"distorted,pitch-shifting",/static/audio/guitar4.wav,headphones
0,181.876,"clean,quiet,the,none of the above","no-effects,nothing-found,i-couldn't-find-any-difference-with-headphone-and-speakers",same,2016-03-12T07:24:06,HVHinXrKhrmINaROe2iv,compression,"-25.0392,37.3159,4.6708,0.0272,0.3832",yes,1fPIj4vK7bh0vGBYrD3n,cKy8VvrK8pcCYaMH1xVC,5025513584197632,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",213,192.155,true,"no-effects,nothing-found,i-couldn-find-any-difference-with-headphone-and-speakers",/static/audio/vocals2.wav,standalone
3,2.098,"revers,creamy,drawn-out,none of the above","useful,cute,rare","smooth,calming,velvety",2016-04-08T18:07:58,vdYu54w0pf12FCljNeuU,compression,"-75.3448,3.6859,17.3323,0.0020,0.7869",no,f24mCrkckbCTg5Uu5iqZ,j1pJ0HBi3N8rXMlOiTPU,5026762614374400,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",119,40.794,true,"useful,cute,rare",/static/audio/guitar4.wav,headphones
2,64.256,"big-church,same,empty","sharper,louder,clearer",none of the above,2016-04-08T19:52:35,urJMTwo9ys06W8Cv9PsC,compression,"-29.6193,38.7570,10.7091,0.0412,0.7780",yes,rfkCLDrlVbFieJk0VDGy,tWbWyQ7XMo33pWYQPf1q,5027140034625536,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",96,17.633,true,"sharper,louder,clearer",/static/audio/vocals2.wav,headphones
3,17.564,"acoustic,clear,warm,none of the above",pop,louder,2016-04-08T20:31:40,SP7bomdMYtJS05txXuwK,compression,"-26.1553,23.5284,18.3696,0.0267,0.8240",yes,er8JuusNlAedL1n4FYUN,ppbVODQbhyOV398EFQL5,5033977085689856,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2700.0 Safari/537.36",230,18.363,true,pop,/static/audio/vocals2.wav,headphones
2,53.74,"pleasant,rush,speedy,effective,warm,cool,none of the above","big-room,reverb",spacious,2016-04-08T20:33:24,3OPMiEAqpeFrprYIwVzR,compression,"-86.4986,0.6258,4.4550,0.0131,0.2746",yes,iAvMCanYLUkSOB9vXiDJ,B5X6ZkckFI1IPCLzerAS,5036032495976448,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",228,15.584,true,"big-room,revers",/static/audio/drums4.wav,standalone
0,27.786,"husky,energetic,clear-voice,muted,expanded,involving",same,none of the above,2016-04-08T22:34:53,87Wneb6SEQk5nU2zxWDb,compression,"-75.3402,2.0526,1.5177,0.0145,0.7585",yes,g7YpXbCL7L5fdhn6udZC,h9rfNZLxQX6vSLLewPIR,5038949315641344,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",185,30.177,true,same,/static/audio/guitar4.wav,headphones
2,45.802,"loud,smooth,continuous,bass,calm,distorted,low-sound,comfy,soft,none of the above","welcome,social,warm",warm,2016-03-12T08:05:01,l3r0sodaMV1wCstrzw45,compression,"-57.6894,38.9921,13.8321,0.0102,0.0675",yes,wG6W7HESoYtgDBxIve6O,7FUVRLCNDDv5ymTjx4pl,5039108766302208,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",249,14.343,true,"welcome,social,warm",/static/audio/guitar4.wav,headphones
4,30.003,none of the above,"warped,metallic,violent,explosive,corrosive",mutilated,2016-03-11T23:32:55,vIiwGBI8dyi0MNEkX338,compression,"-98.4811,32.0149,12.6905,0.0034,0.0293",yes,fo7OwlmAAxGb2QzDgbVz,8z8bPDbY1kkOa6COGunB,5040437790244864,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",39,11.672,true,"warped,metallic,violent,explosive,corrosive",/static/audio/drums4.wav,laptop/tablet/cellphone
3,26.736,"voice-added,muffler,more-bass,louder,none of the above",feable,silencer,2016-03-12T04:57:05,zWFxvYrLLyX4KTLxGWVR,compression,"-99.0951,1.3946,5.6378,0.0044,0.6690",yes,foope9jno5sh6FQ8gkzv,DX7IMFtdhM07VBdZw1Jw,5041949081862144,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",58,18.12,true,feeble,/static/audio/vocals2.wav,laptop/tablet/cellphone
3,13.663,"increase-volume,louder,none of the above",make-me-dance,echo,2016-03-12T04:14:44,xRwyKNUY3PnZBw86oGzW,compression,"-59.3415,39.6681,2.4723,0.0004,0.3599",yes,I045n0mkcJdr3KHzhSCi,sBcUdZK1W6zCvXeYKnCl,5042178057306112,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",54,60.587,true,make-me-dance,/static/audio/drums4.wav,headphones
1,36.322,"warm,spacious,none of the above",strong,uneven,2016-04-08T19:37:24,G0d8pSnuTrWkIwrOxf5O,compression,"-76.5847,9.7258,19.4697,0.0483,0.9000",yes,kJn619MXhXuXjrd9Shra,tHGWbriGvvgdbrkUg20f,5046397594238976,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",51,26.667,true,strong,/static/audio/vocals2.wav,headphones
2,5.928,"crisp,full,big,revers","muffled,quiet",none of the above,2016-03-11T21:48:50,j1xg7wdtH8VO1xPbS6m8,compression,"-47.3010,38.4973,18.7835,0.0240,0.1951",yes,vvcb0Q03xFiYNUKMoGM1,uGHTEe8StRsLNedVxI64,5047103042617344,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",246,35.041,true,"muffled,quiet",/static/audio/vocals2.wav,headphones
3,22.722,"fee-good,happy,stringy,none of the above","cool,energetic","toe-tapping,friendly,bass",2016-03-12T03:22:34,ACNg8Nhm0SUe75nhkCjX,compression,"-66.9274,32.2025,5.5577,0.0011,0.0734",yes,SJ3RJDaViwfAZ6sHnTLs,yK8OO0uU6p3cAqXIM2ot,5050570691837952,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.82 Safari/537.36",171,14.234,true,"cool,energetic",/static/audio/drums4.wav,headphones
1,17.716,,"quiet,compressed",,2016-03-11T21:03:26,VYJNBrHlWjbpvhGlja6r,compression,"-34.9878,28.5518,3.9492,0.0492,0.1805",yes,8gwy9A6CRapPa64KUeKj,oG9A6Qg9ar2eEpBFC01s,5053647499034624,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",91,37.929,true,"quiet,compressed",/static/audio/guitar4.wav,headphones
1,87.504,warm,"light,subtle,clearer",none of the above,2016-03-11T23:40:45,JfvxvrtE1vsiBBCISIaG,compression,"-27.5835,1.6728,7.4184,0.0066,0.4637",yes,rvR2KYKXO4QZf2TI0xfe,sLfLgKd7d7EdcktSGF0d,5054027737858048,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",129,26.625,true,"light,subtle,clearer",/static/audio/guitar4.wav,headphones
1,38.219,"spacious,wide,none of the above","echo,bass,clear","echo,amplified",2016-04-08T20:16:29,ej3tN8LASVOXQuGhDI0p,compression,"-26.8326,10.5186,18.9742,0.0290,0.9889",yes,ohiUDnYzsj4mpCdvl23W,9CuVBqtR0TWRwodTHDJg,5058842530414592,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",28,12.219,true,"echo,bass,clear",/static/audio/drums4.wav,standalone
4,86.74,"background-noise,none of the above","distorted,messy,too-low,underground","quieter,annoying,can,disjointed,distracting,tin",2016-04-08T21:39:31,Uk67GimzVRk2VHU8Nq6D,compression,"-90.9740,22.4822,17.5551,0.0386,0.0459",yes,my9aqRvUpdlUfQUFnHS6,eNjJThqKZ606qkdZw9aY,5059576164515840,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",210,11.443,true,"distorted,messy,too-low,underground",/static/audio/drums4.wav,headphones
3,132.553,"obtrusive,none of the above",pleasant,loud,2016-03-12T03:47:17,Dc1FXtJONc1KVHXocEuL,compression,"-95.8590,1.2769,16.5203,0.0171,0.9798",yes,2X1py52PJ1SKr3W60C7b,ogGMYN4WNH2eQyPLbTLL,5061918800740352,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",15,24.567,true,pleasant,/static/audio/drums4.wav,headphones
