likert,effectTime,didnotagree,language,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
3,33.43,"folksy,loud,percussion,higher,constant,somber,nature,distortion,string,bass,over-bass,hawaii,organ,none of the above",English,cave,"exotic,jangle",2014-03-23T03:42:08,KAt8Dox7CzTbKFpg8soM,reverb,"0.0959,0.7200,-0.0096,22050.0000,10.0980",yes,WdXMD7j3ZkTxdkWVNHsR,114wNxoeIdW88CluTbNX,6244754673106944,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",150,16.554,true,cave,/static/audio/piano.mp3,other
0,1.104,"spacious,surrounding,majestic,organ,wide,clear,space,bold,cloudy,watery,everywhere,dreamy,fine,wet,none of the above",English,beautiful,marriage-reception,2014-03-19T02:07:17,KmqyTBdk1GgmNEGF177o,reverb,"0.0819,0.9100,-0.0108,558.0000,73.1320",yes,d7hfMIAqirMXmkzmUePA,mzlAw0TsVX7NRDNKvDaR,6244974790180864,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",119,59.637,true,beautiful,/static/audio/guitar.mp3,headphones
3,19.45,"reflective,attractive,distant,meditative,peaceful,surround,resounding,cool,screwed,drawn-out,big-church,tinny,thick,none of the above",English,"load,chaotic,creepy","wild,ringing",2014-03-25T04:39:32,GhusqTTCkIHYGeB2TOz3,reverb,"0.0810,0.9100,-0.0103,3685.0000,19.3020",yes,Xvk3fffeTcGd6tSB4z7J,Ph78OhyAYTPlGnflLT1r,6245742515585024,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.76 Safari/537.36",92,17.398,true,"load,chaotic,creepy",/static/audio/drums.mp3,headphones
3,41.404,"dulling,church-like,touching,loving,bells,inviting,none of the above",English,"distorted,muffled,rolling",overbearing,2014-03-17T23:15:27,AXPnbNMrToc3Gy4igewC,reverb,"0.0310,0.9600,-0.0071,8930.0000,9.9908",yes,hgTo1FPDyaxiwAawjCOD,axB4qPblsydB3cw9Ly8L,6246297640108032,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",108,15.743,true,"distorted,muffled,rolling",/static/audio/drums.mp3,headphones
3,37.367,"loud,long,clamber,frightening,louder,simple,gritty,unfriendly,harsh,love,bass,video-game,sharp,car-revving,none of the above",English,"empty,spacious,vacuous",spacious,2014-05-13T07:03:48,ErkkBkCo2KN68nBfjRP6,reverb,"0.0256,0.9700,-0.0046,4815.0000,11.7080",yes,is2lIGRDLludppl5VCg2,gH7KRNVJmo8NwyKR0SGN,6246531984261120,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",213,17.258,true,"empty,spacious,vacuous",/static/audio/drums.mp3,standalone
2,56.429,"clancy,deep,sharp,energetic,honky-tonkyish,threatening,treble,dark,clear,nice,clanging,none of the above",English,"muffled,fast","mufti-toned,ugly,terrible,stiff",2014-03-18T23:27:47,NKcDuHuZ03chcAkC4usV,reverb,"0.0359,0.2600,0.0074,5812.0000,7.5931",yes,wafYssbQled6dUWt2SNx,EBuvHTr0c5DXqnTCoWsS,6246855985856512,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.149 Safari/537.36",140,18.959,true,"muffled,fast",/static/audio/drums.mp3,headphones
3,69.758,"echoes,warm,hawaiian,old,heavy,louder,loud,quiet,mild-echo,high-pitched,clearer,soft,none of the above",English,"sharp,ringing,echo,jangly","dramatic,away,echo",2014-03-24T02:12:23,hWh9kF6JX8LJfPIgbiol,reverb,"0.0200,0.8100,-0.0077,14166.0000,2.5757",yes,C6YOKkesTc0Ui3C6b9lq,IjWdnH0bmTZqOTkLEn1s,6246927926558720,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",241,62.493,true,"sharp,ringing,echo,jangle",/static/audio/piano.mp3,headphones
1,36.04,"muted,metallic,hard,musical-improvisation,jazz-piano,light,far-away,clanks,passion,love,closed,warm,none of the above",English,"similar,dramatic,religious,chords","gloomy,moving,small",2014-03-20T22:31:23,uORxgkUzghBGLLQ3ms2Q,reverb,"0.0100,0.7900,-0.0023,9711.0000,29.5540",yes,cmKBPvu55zrG0SD4os9P,Ljc9B3rZstLp04URuhw5,6247225353043968,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",201,20.917,true,"similar,dramatic,religious,chords",/static/audio/piano.mp3,headphones
0,8.706,"rich,spacious,small,limp,muted,dark,mind-refreshing,mono,dulled,old,subdued,deep,live,cheerful,none of the above",English,mild,loving,2014-03-18T18:22:31,aCSUIIi8fjBnctoOg6b2,reverb,"0.0300,0.0100,0.0087,310.0000,354.0100",yes,z8g0vQOxHncPnDTyYcI4,fmhu6F5kY11H88uZFCt8,6247526000754688,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",6,47.83,true,mild,/static/audio/piano.mp3,standalone
3,227.01,"in,fading,loud,pleasant,horrible,jumbled,church-hall,hauntingly-beautiful,dubious,large-stadium,melodious,none of the above",English,"distant,soft,sad,depressing","depressed,sleepy,dramatic,muffled",2014-05-13T15:34:42,tLGQHvrqwuRCo4C4xySX,reverb,"0.0438,0.9500,-0.0096,1074.0000,37.5430",yes,8k7bYxQuMur0qeIK4ut6,CDidQzPfrAI3VdEiRXuu,6247581298458624,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",52,16.913,true,"distant,soft,sad,depressing",/static/audio/piano.mp3,standalone
4,33.65,,English,"echo,low-tone,bass,vibrate",,2014-03-17T22:09:49,8uN4de6OmXFNfjW9NutM,reverb,"0.0778,0.8600,-0.0112,284.0000,29.0420",yes,RGj1zqDaASW7JUT3IiVU,T9U6F0kj5nPxFFsOt3ka,6247710684348416,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) CriOS/33.0.1750.15 Mobile/11B651 Safari/9537.53 (67C47738-7D41-486E-9166-F8922A19CB86)",198,33.225,true,"echo,low-tone,bass,vibrate",/static/audio/drums.mp3,headphones
3,37.701,"overwriting,airy,sad,meditate,muffled,overwhelming,suspenseful,dramatic,underwater,inaudible,empty,dreamy,mono,far-away,none of the above",English,cute,suspense,2014-03-23T02:52:15,FzLd3L2N2cS5nsNmPapF,reverb,"0.0230,0.9600,-0.0030,817.0000,1.7292",yes,u1atPXUAJd98gInFAYeW,oDVaEtMTGCcO5VewwZVM,6248371035570176,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",98,13.522,true,cute,/static/audio/guitar.mp3,headphones
3,41.684,"piano,battle,vibrant,slow-timing,muffled,melody,off-tone,enclosed-space,spacious,huge,i,sparkle,acoustic,none of the above",English,"low,flat","drums,distant",2014-05-14T01:01:10,nkTQB69Yp9pv0l1U3Rn9,reverb,"0.0388,0.8200,-0.0105,4948.0000,2.2233",yes,YWNWhJVuBfByei8qaWOz,U3KTM1GO3T4ZQSa7DQPz,6249451488280576,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",91,15.149,true,"low,flat",/static/audio/drums.mp3,laptop/tablet/cellphone
4,2.421,"subtle,slow,emotional,loud,strong,matte,theatrical,pleasant,sad,enjoyable,low-revers,rumbling,big-boom,none of the above",English,"good,warm,drum,machine","thunderous,bass",2014-03-24T15:09:11,RHww5ablYJQiwNrV83Na,reverb,"0.0879,0.9000,-0.0112,95.0000,147.0100",yes,fSA0VCWwyxS4udCUESYY,93MNIcYpu6hStMQLHi28,6249504906936320,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",122,56.526,true,"good,warm,drum,machine",/static/audio/drums.mp3,standalone
0,54.159,"drums,muted,dull,simple,far-off,deep,warm,big,muffled,bass-guitar,empty,quieter,scary,none of the above",English,"pleasant,small-room","marvels,lovable",2014-03-22T15:52:18,8vYVaq1clZoDNFqqEdzl,reverb,"0.0230,0.5400,0.0020,1778.0000,11.7040",yes,uMuhJAJvDZkOhfeMtcPx,WY6KgxXLeWdFN3iJf3Dg,6249633755955200,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",186,11.031,true,"pleasant,small-room",/static/audio/guitar.mp3,headphones
3,14.174,"muffled,clashing,none of the above",English,good,echo,2014-03-18T00:52:53,Sz2cpryNoRbPn9TXLdZs,reverb,"0.0378,0.9300,0.0035,1313.0000,1.6055",yes,LBejJmlO16wuqWuYE9WH,HJWemvHffkf0KtJW8FP3,6250008491851776,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1833.5 Safari/537.36",53,20.756,true,good,/static/audio/piano.mp3,standalone
2,112.339,"electric,jazzy,stinging,loud,clear,sharp,clanging,wide-open,airy,slamming,spacious,none of the above",English,"echo,distant,long,strong,church","vibrant,strong,big,soothing",2014-03-20T18:25:37,7emi4q114pL6ooilcUoc,reverb,"0.0290,0.8400,-0.0096,22050.0000,1.3505",yes,MulUsWRiuzpwt6uTTcDY,Fwy2lYvDOfS2hdnmACKh,6250412218777600,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",80,17.282,true,"echo,distant,long,strong,church",/static/audio/piano.mp3,headphones
3,26.734,"damp,moody,living-room,provoking,tension,emotional,echo,mellow,separation,chimer,vibrant,full,reversed,inspiring,none of the above",English,hall,soft-melody,2014-03-23T15:23:35,KAt8Dox7CzTbKFpg8soM,reverb,"0.0188,0.7000,0.0035,22050.0000,30.3130",yes,7JA6J7UOAcc6f2m52d7h,USfA9KzKQ6q1POHN3Z5M,6250948015947776,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",50,10.724,true,hall,/static/audio/guitar.mp3,other
1,64.25,"chorus,church,long,higher,double-tracked,deeper,nosferatu,emotional,subdued,full,echo,none of the above",English,"eclectic-instruments,street-performance-effect","melancholy,relaxing,light,smooth",2014-03-19T22:02:16,c6I1mDV1qfPZOcIUIK9P,reverb,"0.0168,0.0100,0.0047,3478.0000,2051.5000",yes,hGOB0LobYmHSSSlKt7tW,e5srDIcBRNndm0VA92US,6251863917723648,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",194,14.929,true,"eclectic-instruments,street-performance-effect",/static/audio/drums.mp3,headphones
2,41.091,"subdued,nice,mellow,classy,full,spacious,screened,muffled,lacking-depth,sympathetic,echo,low,distinct,none of the above",English,"calm,smooth","smoother,comfort",2014-03-23T04:06:49,q7hR82UsDh7TyVrZ0tnI,reverb,"0.0109,0.5200,-0.0077,1901.0000,13.4210",yes,pkok37ZHqZdWLNqDYyE2,o9Tts5B0sjVdXc9IarBS,6252288045744128,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",206,50.736,true,"calm,smooth",/static/audio/piano.mp3,headphones
3,49.483,"party,nice-heared,haunting,softer-voice,heavy,wedding,calm,wide,enveloping,deep,none of the above",English,"crashing,marching,war-like,cannons","ominous,daring,distant,chamber,explosion",2014-05-13T21:50:23,WrsmNqLKspn6Y6b2StWq,reverb,"0.0568,0.9300,-0.0008,1356.0000,19.1800",yes,Pa3MupmbNnFMEaZZbT7v,37hWTODmR492hLgW7p6V,6252526147993600,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",177,14.812,true,"crashing,marching,war-like,cannons",/static/audio/drums.mp3,headphones
3,20.677,"hall,big-hall,big,distorted,bells,novgorod,church,none of the above",English,"static,warm,clear,loud,muffled,feed-back,mystical,echo","quirky,concert-hall,echo,muffled,loud,concert,louder,far-away",2014-03-18T03:45:33,TYCdmCpRyWWCKmU9Q4t7,reverb,"0.0249,0.9700,-0.0081,22050.0000,4.7131",yes,mLJF5qK9MmQJ8LO3pV6e,ghVLitBCpb3dL4PAHox8,6252632716869632,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",32,80.195,true,"static,warm,clear,loud,muffled,feed-back,mystical,echo",/static/audio/guitar.mp3,headphones
0,9.115,"weak,muffled,peaceful,nice,covered,close,beautiful,pleasant,change,echo,depth,melodic,smooth,cool,none of the above",English,original,quiet,2014-03-18T23:02:22,fYONbmikPn28D4P9xw7N,reverb,"0.0109,0.5200,-0.0077,1901.0000,13.4210",yes,uMNtSEeDYChdjLx9N4zQ,CdnqQu9RYMm5OKFAd9pk,6252679961509888,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",206,46.396,true,original,/static/audio/guitar.mp3,standalone
1,19.942,,Espa├▒ol,tranquilo,,2015-06-06T21:20:19,mZwvXWD1A9wGWXkGBSXv,reverb,"0.0310,0.6900,-0.0100,16286.0000,33.4670",yes,tsTLYSwuT2HvsicSCbWm,s3XSz4zIRn2ZmObO8Ojg,6253041544069120,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",153,26.306,true,tranquilo,/static/audio/piano.mp3,headphones
3,8.364,"party,crisp,melancholy,brassy,hearty,drumming,spacious,bounder,march,hard,cool-classic,none of the above",English,low,"warm,romantic,nice,clear",2014-03-25T04:02:41,kDrOlo1amfZBWfe3FxIL,reverb,"0.0378,0.8300,-0.0088,58.0000,59.8920",yes,Ilx0MN5zu52WmId0dlwB,0dYliSvvuCdGcROd2kkV,6253215758680064,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",163,40.131,true,low,/static/audio/piano.mp3,headphones
0,33.88,"big,strange,grandeur,ambient,loud,spacial,large,stringy,lost,wide,deep,far,none of the above",English,lovely,"airy,kind,peaceful",2014-05-14T02:55:10,ItVtAQb8LKTY4HFhrEJa,reverb,"0.0778,0.8900,-0.0088,1819.0000,38.6170",yes,9zZB9dOH9cmon4TOtrzU,2jQyPxx2Fe3EQwSTWp1L,6253368498454528,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",223,32.976,true,lovely,/static/audio/guitar.mp3,headphones
4,35.665,"large,warm,clear,spacious,happy,cool,none of the above",English,"echo,ballastic","thick,concert-hall,chorus-like",2014-03-18T06:11:35,c4hfsAfLcsOwkGdnzWgm,reverb,"0.0699,0.9000,-0.0115,749.0000,79.6070",yes,BhlYSUgv53RoribM9t1t,vILLS3oVnpwOJzrzRa2b,6253770883203072,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.94 Safari/537.36",97,140.521,true,"echo,ballistic",/static/audio/drums.mp3,headphones
2,21.484,"muddy,big-space,spacious,loud,thematic,muffled,wide,generous,large,consuming,spooky,weaker,inaudible,low,none of the above",English,spacious,smooth,2014-05-13T14:39:17,zDulj1mtcZ3yCHfNFZMo,reverb,"0.0479,0.8700,-0.0035,1570.0000,63.0170",yes,L7tsP6wb7KPFia4AxEZL,P4yvVXdso6u3XMVtkdzd,6254039587094528,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",246,18.061,true,spacious,/static/audio/piano.mp3,headphones
2,50.983,"distorted,dreamy,reflections,strange,pleasing,echo,not-clear,celestial,muddy,inviting,weird,bright,none of the above",English,warm,"shiny,eerier,overlapped",2014-03-18T14:54:13,lxb28fAls9Y2fZ8i9vAy,reverb,"0.0848,0.9100,-0.0096,22050.0000,1.5858",yes,55kuTUCVZu2YKonRzjcD,PczdV1pJD5hRa7qaPa0b,6254449488035840,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",130,31.901,true,warm,/static/audio/drums.mp3,headphones
3,48.593,"hurts-ears,extended,underwater,long,deep,nice,creepy,static,annoying,upset,hard-to-hear,none of the above",English,"storm,ominous,war,foreboding,tense","distressed,unclear,distant,far-away",2014-03-22T14:03:02,ARwGRpJCCtWXhD5ayEYZ,reverb,"0.0500,0.9400,-0.0008,2002.0000,1.4383",yes,LnVi9PA79tpRmfbngmvM,UaURujN4vUgKgOhmQwKd,6254676047560704,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",44,15.238,true,"storm,ominous,war,foreboding,tense",/static/audio/drums.mp3,headphones
2,16.304,"noisy,rolling,jumbled,church-organ,acoustic,chimu,uplifting,burr,electric,distant,depressed,noise,none of the above",English,"cool,cold","lovely,relaxing,classy",2014-05-13T07:06:39,TDw5sjE9LsYHK9OLn7Hi,reverb,"0.0319,0.9400,-0.0096,9231.0000,15.1320",yes,9pcM7O4d2uj9b5r8paec,NV6sUlMSgOtGnbn24RY4,6254828787335168,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1862.2 Safari/537.36",208,19.76,true,"cool,cold",/static/audio/piano.mp3,standalone
4,43.002,"machine-like,huge,banging,none of the above",English,"clashing,echo,distant,spacious","large,echo,echos,strange,weird,echoing,spacious,big-church",2014-03-18T00:11:21,CeIy4rYRHfex2y0MuAH1,reverb,"0.0520,0.9400,-0.0093,914.0000,2.1213",yes,weL6fEoUHyJMfMJVBxA7,oYcuqGAboD1l8fJBO3Bp,6254909049536512,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",51,11.281,true,"clashing,echo,distant,spacious",/static/audio/guitar.mp3,headphones
4,12.065,"higher-pitched,diffuse,jarring,long,happy,live,unpleasant,electric,concert-hall,enchanting,beautiful,more-full,melody,church-bell,none of the above",English,echo,echo,2014-05-13T13:44:59,N9ckZeU3tl5VjfDc9WlC,reverb,"0.0269,0.9300,-0.0098,15289.0000,3.2662",yes,eeJKhFCozSAztIG6UEl0,VfwUCFhXgtN8kiK2AmQI,6255234393309184,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",167,24.298,true,echo,/static/audio/drums.mp3,standalone
2,151.334,"remorseful,augmented,spacious,spiritual,shattering,acoustic-environment,ringing,suspenseful,echo,boom,none of the above",English,"soft,calm,penetrating,smooth,cozy","longer-notes,sad,persistence,sorrow,down-hearted",2014-03-19T06:41:18,xZItk5YOGaJkYlXVw27m,reverb,"0.0568,0.8200,-0.0088,94.0000,24.3590",yes,TS4WhBVmARNIdhwafEVU,MeJDbCHBFn4XQAA8ffIx,6255454510383104,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",109,25.153,true,"soft,calm,penetrating,smooth,cozy",/static/audio/piano.mp3,headphones
2,136.679,,Espa├▒ol,"acolchonado,cercano,amplificado,digitalisado,mecanico",,2015-06-05T08:09:39,NTO7cEPqvh3tT9C5Hgau,reverb,"0.0129,0.7800,-0.0060,22050.0000,3.6175",yes,Kf030DcNWkGAcY1jj6ZF,f5kcIIwYHawZo6uLcyvJ,6255998092181504,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",128,31.289,true,"acolchonado,cercano,amplificado,digitalisado,mecanico",/static/audio/guitar.mp3,headphones
2,47.804,"bolder,big,super,climax,darker,warm,mid-rhythmic,march,metallic,spacious,much-loved,none of the above",English,"jazzy,basic,second-guitar,echo","live,small-room,echo,clear",2014-03-18T22:59:29,UHNHO0KuPDGM4cSecMnJ,reverb,"0.0219,0.4000,0.0057,1576.0000,9.6638",yes,xBujKM3R7A2mJLAjWL1w,c7MchHmvduQtcUfJ10SH,6256485302534144,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",129,11.619,true,"jazzy,basic,second-guitar,echo",/static/audio/guitar.mp3,headphones
3,30.29,"dramatic,cave-like,in-the-distance,empty,tinny,loud,drum,nice,spacey,drum-heavy,pleasant,audible,none of the above",English,"live,echo","gothic,spacious,static",2014-05-14T03:48:59,McVCh1y0Gvs1RRgXabpU,reverb,"0.0188,0.6700,-0.0025,1052.0000,8.7602",yes,8FLx1wjcFIysYEf5N0gT,69Ours98CRYIIOGaD76T,6256668107079680,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",57,86.697,true,"live,echo",/static/audio/piano.mp3,standalone
3,19.972,"enchanting,loud-spacious,long-lasting,broad,grim,ominous,holy,widening,dramatic,cathedral,overwritten,multiplying,majestic,broadening,none of the above",English,space,messy,2014-03-18T02:30:30,mHPV8qB8hRH8wtxSG6Z7,reverb,"0.0630,0.9300,-0.0115,1210.0000,31.8690",yes,hjTwRmsSXyLEEyxLF1KP,BlI1qbRD6gOFII42ySfc,6256669986127872,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",202,10.771,true,space,/static/audio/guitar.mp3,headphones
2,23.722,"cool,harmonious,mellow,pretty,creepy,harmony,pleasant,love,warming,engulf,booming,pleasing,warm,lovable,none of the above",English,"deep,echo,bass,soft",quiet,2014-03-20T15:13:56,pUt8VvPF2F2JE28V3jP8,reverb,"0.0290,0.7100,0.0047,373.0000,12.8150",yes,tSL5Cpv7vLsK0iAc4z1O,n11I85GHyJkiiCXRWHgn,6256867554623488,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",90,17.376,true,"deep,echo,bass,soft",/static/audio/guitar.mp3,headphones
3,46.499,"claustrophobic,low,distant,touching,excellent,metal,echo,light,loud,sad,warm,soft,none of the above",English,"underground,underwater,blobby,big","deep,reverberating,melodramatic",2014-03-23T03:55:58,pNxQB9zJonooslTS6GzI,reverb,"0.0759,0.9200,-0.0096,362.0000,46.6260",yes,A4znuHeaFsX58vw4RNRm,rkk5QuFVktUdOr5jKkVf,6257253027938304,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",192,15.444,true,"underground,underwater,lobby,big",/static/audio/drums.mp3,headphones
3,41.513,"resonating,harmonious,big-sound,relaxing,bass,spacious,deep,mellow,warm,toned-down,distant,none of the above",English,"mild,plain,slow","harmony,rhythmic,low,background",2014-05-13T16:41:28,Sn54kiq3gBoE9GZqCx2d,reverb,"0.0290,0.7100,0.0047,373.0000,12.8150",yes,sDHj6ZpKwnOz0Tb6Dnnx,B5Hd4D3S10gauhoSKoCi,6257524953055232,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.99 Safari/537.36",90,110.583,true,"mild,plain,slow",/static/audio/piano.mp3,other
4,47.007,"low-quality,crappy,tinny,none of the above",English,"voluminous,complex,full,outer-worldly,fenomenal",far,2014-03-17T22:28:55,4DkATktRTYgVwkqkxBNB,reverb,"0.0279,0.9700,-0.0030,22050.0000,2.8097",yes,nmi1hOhCpXJ6JPUAXK75,hxnFHAuUDPKLY7xGByb1,6257589109129216,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",77,16.237,true,"voluminous,complex,full,outer-worldly,phenomenal",/static/audio/guitar.mp3,headphones
3,75.299,"dark,reflective,echoing,party,peaceful,far-away,storm,foggy,wavy,full,echoes,quiet,strumming,none of the above",English,"holistic,love,peace","distant,nice",2014-03-24T17:47:28,fDwq5KpZWcqtOXnwyvXB,reverb,"0.0769,0.8900,-0.0101,344.0000,67.7690",yes,TYB1Atcw2M5NTSFGKNjX,k2NAeL4HPPnMVzPos83S,6257811373686784,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",251,16.788,true,"holistic,love,peace",/static/audio/piano.mp3,headphones
1,37.038,"big,dramatic,distant,small-room,open,tinny,pianos,calm,scratchy,enhanced,spacious,treble-heightened,none of the above",English,"clearer,sharp,closer,vibrant","crisp,brighter,sharp",2014-03-25T03:57:03,ZrnsNvnCRpf2WOoaKMZa,reverb,"0.0140,0.6900,0.0012,22050.0000,12.8170",yes,FXYjTrjyBQgYFdg5ZKo9,7FJ3TSavUIYWISaSchig,6258429848977408,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",158,14.071,true,"clearer,sharp,closer,vibrant",/static/audio/guitar.mp3,headphones
2,8.918,"watery,light,low-pitched,deep,hall,underwater,drowning,drawn-out,under-water,boom,nocturnal,numbly,dreamy,turtle-neck,none of the above",English,"happy,joy",enjoyable,2014-03-23T01:59:01,571Z4wM9D25ybfFhEEth,reverb,"0.0540,0.9300,-0.0110,419.0000,5.1049",yes,vkW3Owf7VaHTz31Z4LJB,oCPl1Mps2JknxzvV0SPI,6258593057734656,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1862.2 Safari/537.36",155,21.213,true,"happy,joy",/static/audio/guitar.mp3,headphones
2,55.58,"big-church,background,spooky,disport,eerie,aloof,echoing,flanker,dynamic,suppressing,sadness,none of the above",English,"mellowed-down,garage-sounding,deep","gloom,hollow,good,same",2014-03-19T22:00:08,c6I1mDV1qfPZOcIUIK9P,reverb,"0.0230,0.5100,0.0035,1382.0000,12.5850",yes,hGOB0LobYmHSSSlKt7tW,e5srDIcBRNndm0VA92US,6258929138925568,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",170,17.149,true,"mellowed-down,garage-sounding,deep",/static/audio/drums.mp3,headphones
